"rowid","Plot","Plot.Type","Date","Rec.Hour","Rec.Min","Start.sec","End.sec","Common.name","Confidence","Latin.name","class","order","File","Week","True.Positive","New.File"
1881,"RE08","RE","20260408",6,21,3120,3123,"Eastern Meadowlark",0.9664,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260408_062102.wav",14,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260408_062102_001_C97.wav"
1882,"RE08","RE","20260312",7,0,1992,1995,"Eastern Meadowlark",0.8124,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260312_070002.wav",11,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260312_070002_001_C81.wav"
1883,"TO03","TO","20260315",5,51,3375,3378,"Eastern Meadowlark",0.2691,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260315_055100.wav",11,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-03_20260315_055100_003_C27.wav"
1884,"RE08","RE","20260402",6,30,198,201,"Eastern Meadowlark",0.9413,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260402_063002.wav",14,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260402_063002_001_C94.wav"
1885,"RE08","RE","20260428",4,56,273,276,"Eastern Meadowlark",0.9696,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260428_045600.wav",17,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260428_045600_001_C97.wav"
1886,"RE08","RE","20260411",6,14,27,30,"Eastern Meadowlark",0.704,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260411_061402_001_C70.wav"
1887,"TO03","TO","20260315",6,51,3483,3486,"Eastern Meadowlark",0.5923,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260315_065102.wav",11,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-03_20260315_065102_001_C59.wav"
1888,"RE07","RE","20260418",6,8,1092,1095,"Eastern Meadowlark",0.4341,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260418_060802.wav",16,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-23_20260418_060802_001_C43.wav"
1889,"RE08","RE","20260411",5,14,3312,3315,"Eastern Meadowlark",0.8218,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_051400.wav",15,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260411_051400_001_C82.wav"
1890,"RE08","RE","20260411",6,14,2187,2190,"Eastern Meadowlark",0.4877,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260411_061402_001_C49.wav"
1891,"RE08","RE","20260411",5,14,3564,3567,"Eastern Meadowlark",0.8464,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_051400.wav",15,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260411_051400_001_C85.wav"
1892,"RE08","RE","20260408",18,12,195,198,"Eastern Meadowlark",0.6679,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260408_181200.wav",14,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260408_181200_001_C67.wav"
1893,"RE08","RE","20260311",7,1,69,72,"Eastern Meadowlark",0.8943,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260311_070102_001_C89.wav"
1894,"RE08","RE","20260411",5,14,675,678,"Eastern Meadowlark",0.4388,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_051400.wav",15,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260411_051400_001_C44.wav"
1895,"RE08","RE","20260312",7,0,2007,2010,"Eastern Meadowlark",0.8832,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260312_070002.wav",11,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260312_070002_001_C88.wav"
1896,"RE08","RE","20260411",6,14,1680,1683,"Eastern Meadowlark",0.7156,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260411_061402_001_C72.wav"
1897,"RE08","RE","20260411",6,14,1206,1209,"Eastern Meadowlark",0.9101,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260411_061402_001_C91.wav"
1898,"RE08","RE","20260312",7,0,3330,3333,"Eastern Meadowlark",0.9814,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260312_070002.wav",11,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-30_20260312_070002_001_C98.wav"
1899,"TO03","TO","20260315",5,51,3363,3366,"Eastern Meadowlark",0.3297,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260315_055100.wav",11,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-03_20260315_055100_001_C33.wav"
1900,"TO03","TO","20260315",6,51,114,117,"Eastern Meadowlark",0.3247,"Sturnella magna","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260315_065102.wav",11,NA,"D:/BirdNet_Validations/Eastern_Meadowlark/SMM2-03_20260315_065102_003_C32.wav"
1901,"RE07","RE","20260316",6,52,426,429,"Eastern Towhee",0.3506,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260316_065202.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-23_20260316_065202_001_C35.wav"
1902,"TO01","TO","20260421",18,23,255,258,"Eastern Towhee",0.3886,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260421_182300.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-01_20260421_182300_001_C39.wav"
1903,"IF07","IF","20260307",9,18,1674,1677,"Eastern Towhee",0.291,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260307_091802.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-32_20260307_091802_001_C29.wav"
1904,"TO03","TO","20260315",5,51,2883,2886,"Eastern Towhee",0.56,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260315_055100.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-03_20260315_055100_001_C56.wav"
1905,"IF09","IF","20260414",5,13,2856,2859,"Eastern Towhee",0.9808,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260414_051300.wav",15,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-34_20260414_051300_001_C98.wav"
1906,"IF03","IF","20260303",6,12,1668,1671,"Eastern Towhee",0.681,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260303_061200.wav",9,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-28_20260303_061200_001_C68.wav"
1907,"TO01","TO","20260421",18,23,231,234,"Eastern Towhee",0.5613,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260421_182300.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-01_20260421_182300_001_C56.wav"
1908,"TO01","TO","20260328",6,37,2169,2172,"Eastern Towhee",0.4298,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260328_063702.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-01_20260328_063702_001_C43.wav"
1909,"IF03","IF","20260303",7,12,633,636,"Eastern Towhee",0.5466,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260303_071202.wav",9,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-28_20260303_071202_001_C55.wav"
1910,"TO12","TO","20260328",6,37,3003,3006,"Eastern Towhee",0.3509,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO12\SMM2-12_20260328_063702.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-12_20260328_063702_001_C35.wav"
1911,"IF01","IF","20260312",7,0,3402,3405,"Eastern Towhee",0.5482,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260312_070002.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-27_20260312_070002_001_C55.wav"
1912,"TO10","TO","20260307",6,7,2436,2439,"Eastern Towhee",0.5007,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-10_20260307_060700_001_C50.wav"
1913,"TO07","TO","20260409",6,20,2910,2913,"Eastern Towhee",0.7554,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260409_062002.wav",15,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-07_20260409_062002_001_C76.wav"
1914,"IF05","IF","20260315",6,51,1077,1080,"Eastern Towhee",0.3459,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260315_065103.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-22_20260315_065103_001_C35.wav"
1915,"RE06","RE","20260318",5,51,831,834,"Eastern Towhee",0.7908,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260318_055100.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-17_20260318_055100_001_C79.wav"
1916,"TO01","TO","20260325",18,1,168,171,"Eastern Towhee",0.2506,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260325_180100.wav",12,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-01_20260325_180100_001_C25.wav"
1917,"TO06","TO","20260307",6,7,984,987,"Eastern Towhee",0.6785,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-06_20260307_060700_001_C68.wav"
1918,"TO12","TO","20260310",7,3,2721,2724,"Eastern Towhee",0.2775,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO12\SMM2-12_20260310_070302.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-12_20260310_070302_001_C28.wav"
1919,"IF08","IF","20260306",7,8,3162,3165,"Eastern Towhee",0.7143,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260306_070802.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-33_20260306_070802_001_C71.wav"
1920,"TO06","TO","20260326",5,40,3474,3477,"Eastern Towhee",0.5544,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_054000.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-06_20260326_054000_001_C55.wav"
1921,"RE05","RE","20260309",5,41,3375,3378,"Eastern Towhee",0.5954,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260309_054102.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-21_20260309_054102_001_C60.wav"
1922,"IF06","IF","20260404",6,27,474,477,"Eastern Towhee",0.7937,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260404_062702.wav",14,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-31_20260404_062702_001_C79.wav"
1923,"TO07","TO","20260327",5,38,2205,2208,"Eastern Towhee",0.5677,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260327_053800.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-07_20260327_053800_001_C57.wav"
1924,"IF06","IF","20260404",6,27,2871,2874,"Eastern Towhee",0.7258,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260404_062702.wav",14,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-31_20260404_062702_001_C73.wav"
1925,"IF09","IF","20260414",5,13,2094,2097,"Eastern Towhee",0.7328,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260414_051300.wav",15,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-34_20260414_051300_001_C73.wav"
1926,"TO09","TO","20260410",5,19,1227,1230,"Eastern Towhee",0.8594,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260410_051900.wav",15,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-09_20260410_051900_001_C86.wav"
1927,"IF01","IF","20260420",6,5,3579,3582,"Eastern Towhee",0.8959,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-27_20260420_060502_001_C90.wav"
1928,"RE09","RE","20260304",6,11,852,855,"Eastern Towhee",0.967,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260304_061100.wav",9,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-25_20260304_061100_001_C97.wav"
1929,"TO10","TO","20260307",6,7,927,930,"Eastern Towhee",0.5885,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-10_20260307_060700_001_C59.wav"
1930,"TO06","TO","20260307",6,7,975,978,"Eastern Towhee",0.8471,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-06_20260307_060700_001_C85.wav"
1931,"RE09","RE","20260420",6,5,2313,2316,"Eastern Towhee",0.2621,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-25_20260420_060502_001_C26.wav"
1932,"RE08","RE","20260428",5,56,1593,1596,"Eastern Towhee",0.601,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260428_055602.wav",17,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-30_20260428_055602_001_C60.wav"
1933,"IF01","IF","20260408",5,21,144,147,"Eastern Towhee",0.9037,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260408_052100.wav",14,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-27_20260408_052100_001_C90.wav"
1934,"IF02","IF","20260310",6,3,324,327,"Eastern Towhee",0.3872,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF02\SMM2-26_20260310_060300.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-26_20260310_060300_001_C39.wav"
1935,"TO11","TO","20260418",6,8,363,366,"Eastern Towhee",0.9455,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260418_060802.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-11_20260418_060802_001_C95.wav"
1936,"IF02","IF","20260310",6,3,444,447,"Eastern Towhee",0.8239,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF02\SMM2-26_20260310_060300.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-26_20260310_060300_001_C82.wav"
1937,"TO04","TO","20260307",5,59,2259,2262,"Eastern Towhee",0.4549,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260307_055902.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-04_20260307_055902_001_C45.wav"
1938,"TO03","TO","20260330",5,34,1806,1809,"Eastern Towhee",0.703,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-03_20260330_053400_001_C70.wav"
1939,"IF06","IF","20260410",18,14,192,195,"Eastern Towhee",0.9453,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260410_181400.wav",15,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-31_20260410_181400_001_C95.wav"
1940,"RE03","RE","20260308",6,5,969,972,"Eastern Towhee",0.7539,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260308_060500.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-19_20260308_060500_001_C75.wav"
1941,"IF02","IF","20260310",6,3,435,438,"Eastern Towhee",0.9205,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF02\SMM2-26_20260310_060300.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-26_20260310_060300_001_C92.wav"
1942,"TO10","TO","20260307",6,7,2070,2073,"Eastern Towhee",0.6831,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-10_20260307_060700_001_C68.wav"
1943,"IF07","IF","20260307",9,18,3447,3450,"Eastern Towhee",0.6508,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260307_091802.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-32_20260307_091802_001_C65.wav"
1944,"TO06","TO","20260406",6,24,1902,1905,"Eastern Towhee",0.7493,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260406_062402.wav",14,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-06_20260406_062402_001_C75.wav"
1945,"RE03","RE","20260323",5,44,870,873,"Eastern Towhee",0.9941,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260323_054400.wav",12,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-19_20260323_054400_001_C99.wav"
1946,"RE06","RE","20260315",6,51,1671,1674,"Eastern Towhee",0.8528,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260315_065102.wav",11,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-17_20260315_065102_001_C85.wav"
1947,"TO10","TO","20260307",6,7,2397,2400,"Eastern Towhee",0.3218,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-10_20260307_060700_001_C32.wav"
1948,"IF07","IF","20260307",9,18,2601,2604,"Eastern Towhee",0.8754,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260307_091802.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-32_20260307_091802_001_C88.wav"
1949,"TO06","TO","20260406",18,10,111,114,"Eastern Towhee",0.6566,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260406_181000.wav",14,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-06_20260406_181000_001_C66.wav"
1950,"TO02","TO","20260330",5,34,2739,2742,"Eastern Towhee",0.7232,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-02_20260330_053400_001_C72.wav"
1951,"TO07","TO","20260327",5,38,2574,2577,"Eastern Towhee",0.3342,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260327_053800.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-07_20260327_053800_001_C33.wav"
1952,"TO01","TO","20260421",6,4,3408,3411,"Eastern Towhee",0.2641,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260421_060402.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-01_20260421_060402_001_C26.wav"
1953,"TO09","TO","20260329",5,35,99,102,"Eastern Towhee",0.4637,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260329_053500.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-09_20260329_053500_001_C46.wav"
1954,"IF03","IF","20260307",6,7,582,585,"Eastern Towhee",0.8229,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-28_20260307_060700_001_C82.wav"
1955,"IF05","IF","20260321",5,47,1617,1620,"Eastern Towhee",0.4199,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260321_054700.wav",12,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-22_20260321_054700_001_C42.wav"
1956,"IF08","IF","20260302",6,13,2028,2031,"Eastern Towhee",0.6441,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260302_061300.wav",9,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-33_20260302_061300_001_C64.wav"
1957,"IF01","IF","20260420",5,5,327,330,"Eastern Towhee",0.6846,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-27_20260420_050500_001_C68.wav"
1958,"IF03","IF","20260417",18,20,237,240,"Eastern Towhee",0.9155,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260417_182000.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-28_20260417_182000_001_C92.wav"
1959,"RE08","RE","20260428",5,56,354,357,"Eastern Towhee",0.7429,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260428_055602.wav",17,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-30_20260428_055602_001_C74.wav"
1960,"TO06","TO","20260326",5,40,1005,1008,"Eastern Towhee",0.5845,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_054000.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-06_20260326_054000_001_C58.wav"
1961,"TO02","TO","20260330",5,34,2646,2649,"Eastern Towhee",0.802,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-02_20260330_053400_001_C80.wav"
1962,"RE03","RE","20260420",6,5,279,282,"Eastern Towhee",0.8466,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-19_20260420_060502_001_C85.wav"
1963,"TO12","TO","20260328",6,37,3180,3183,"Eastern Towhee",0.5487,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO12\SMM2-12_20260328_063702.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-12_20260328_063702_001_C55.wav"
1964,"TO04","TO","20260308",15,59,258,261,"Eastern Towhee",0.9158,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260308_155902.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-04_20260308_155902_001_C92.wav"
1965,"TO12","TO","20260310",6,3,2973,2976,"Eastern Towhee",0.3409,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO12\SMM2-12_20260310_060300.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-12_20260310_060300_001_C34.wav"
1966,"IF06","IF","20260404",6,27,528,531,"Eastern Towhee",0.7543,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260404_062702.wav",14,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-31_20260404_062702_001_C75.wav"
1967,"IF06","IF","20260415",6,12,591,594,"Eastern Towhee",0.5199,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260415_061202.wav",15,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-31_20260415_061202_001_C52.wav"
1968,"TO06","TO","20260326",6,40,1971,1974,"Eastern Towhee",0.6451,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-06_20260326_064002_001_C65.wav"
1969,"IF07","IF","20260306",7,18,2775,2778,"Eastern Towhee",0.9165,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260306_071802.wav",10,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-32_20260306_071802_001_C92.wav"
1970,"IF08","IF","20260302",6,13,2157,2160,"Eastern Towhee",0.588,"Pipilo erythrophthalmus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260302_061300.wav",9,NA,"D:/BirdNet_Validations/Eastern_Towhee/SMM2-33_20260302_061300_001_C59.wav"
